id,bedrooms,bathrooms,sqft_living,sqft_lot15,waterfront,condition,grade,sqft_basement,sqft_above,current_age,zipcode,zip_encoded,zip_med_price_hpi,yr_built,yr_renovated,sqft_living15,Date,Index,Multiplier,year_sold,age_sold,price_hpi_adj,zip_med_price_raw,zip_med_sqft,zip_med_price_sqft_raw,zip_med_price_sqft_hpi,price,sqft_lot,floors
2078500320,4,2.5,2620,11884,0,3,8,0,2620,22,98056,31,570278,1996,0,2620,6/1/2014,148.83,1.568,2014,18,948640,379800,1945,195.2699229,293.2020566,605000,7553,2
5547700270,4,2.5,2570,5669,0,3,9,0,2570,18,98074,37,971395,2000,0,2470,7/1/2014,150.09,1.555,2014,14,971875,640000,2495,256.5130261,389.3366733,625000,5520,2
7766200013,4,2.25,4220,30617,0,3,8,1620,2600,34,98166,63,598119,1984,0,2410,8/1/2014,151.35,1.542,2014,30,1195050,389999,1930,202.0720207,309.9062176,775000,24186,1
7203220400,5,2.75,3595,5639,0,3,9,0,3595,4,98053,29,929640,2014,0,3625,7/1/2014,150.09,1.555,2014,0,1340394,620000,2390,259.4142259,388.9707113,861990,5639,2
9270200160,3,1,1570,2640,0,3,7,0,1570,96,98119,53,1082204,1922,0,1580,10/1/2014,153.91,1.516,2014,92,1038460,721500,1770,407.6271186,611.4146893,685000,2280,2
1432701230,3,1,1280,8808,0,4,6,360,920,59,98058,32,508462,1959,0,1340,7/1/2014,150.09,1.555,2014,55,480495,333000,1970,169.035533,258.1025381,309000,9656,1
8035350320,3,2.5,3160,9232,0,3,8,0,3160,15,98019,11,614225,2003,0,3050,7/1/2014,150.09,1.555,2014,11,758840,400000,2100,190.4761905,292.4880952,488000,13603,2
8945200830,3,1,990,8840,0,3,6,0,990,52,98023,13,406288,1966,0,1228,3/1/2015,159.4,1.464,2015,49,308157,268450,1880,142.7925532,216.1106383,210490,8528,1
4178300310,4,2.5,2290,13685,0,4,9,0,2290,37,98007,6,852703,1981,0,2680,7/1/2014,150.09,1.555,2014,33,1220675,555000,2090,265.5502392,407.991866,785000,13416,2
9215400105,3,1.75,1250,5100,0,4,7,0,1250,65,98115,49,855845,1953,0,970,4/1/2015,160.37,1.455,2015,62,654750,564750,1700,332.2058824,503.4382353,450000,5963,1
822039084,3,2.5,2753,72513,1,5,9,588,2165,65,98070,35,672938,1953,0,2680,3/1/2015,159.4,1.464,2015,62,1976400,445000,1830,243.1693989,367.7256831,1350000,65005,1
5245600105,3,1,1190,9364,0,3,7,0,1190,63,98148,61,412075,1955,0,1190,9/1/2014,152.63,1.529,2014,59,348612,278000,1570,177.0700637,262.4681529,228000,9199,1
7231300125,5,2.5,3150,9133,0,4,8,1510,1640,52,98056,31,570278,1966,0,1990,2/1/2015,158.43,1.473,2015,49,508185,379800,1945,195.2699229,293.2020566,345000,9134,1
7518505990,3,1.75,1410,4080,0,4,7,410,1000,68,98117,51,819840,1950,0,1410,12/1/2014,156.52,1.491,2014,64,894600,544000,1550,350.9677419,528.9290323,600000,4080,1
3626039271,2,1.75,1980,6738,0,3,7,990,990,37,98117,51,819840,1981,0,1480,2/1/2015,158.43,1.473,2015,34,861705,544000,1550,350.9677419,528.9290323,585000,8550,1
4217401195,5,2.25,2730,6000,0,3,8,600,2130,91,98105,43,997992,1927,0,2730,3/1/2015,159.4,1.464,2015,88,1346880,667000,1860,358.6021505,536.5548387,920000,6000,1.5
9822700295,4,2.5,2830,5000,0,3,9,0,2830,23,98105,43,997992,1995,0,1950,5/1/2014,147.59,1.581,2014,19,1399185,667000,1860,358.6021505,536.5548387,885000,5000,2
9478500640,4,2.5,2250,4500,0,3,7,0,2250,10,98042,26,439200,2008,0,2250,8/1/2014,151.35,1.542,2014,6,451035,290000,1900,152.6315789,231.1578947,292500,4495,2
2799800710,3,2.5,2420,4750,0,3,8,0,2420,15,98042,26,439200,2003,0,2690,4/1/2015,160.37,1.455,2015,12,437955,290000,1900,152.6315789,231.1578947,301000,4750,2
7922800400,5,3.25,3250,11044,0,4,8,0,3250,50,98008,7,814319,1968,0,2960,8/1/2014,151.35,1.542,2014,46,1466442,541200,1950,277.5384615,417.5994872,951000,14342,2
8079040320,4,3,1850,8542,0,3,8,0,1850,27,98059,33,650094,1991,0,2270,2/1/2015,158.43,1.473,2015,24,633390,430000,2245,191.5367483,289.5741648,430000,9976,2
1516000055,3,2.25,2150,18900,0,4,8,560,1590,59,98166,63,598119,1959,0,2570,12/1/2014,156.52,1.491,2014,55,969150,389999,1930,202.0720207,309.9062176,650000,21235,1
9558200045,3,1.75,1260,8750,0,3,7,0,1260,64,98148,61,412075,1954,0,1290,8/1/2014,151.35,1.542,2014,60,445638,278000,1570,177.0700637,262.4681529,289000,8400,1
5072410070,3,1.75,2519,9500,0,5,8,0,2519,45,98166,63,598119,1973,0,2500,10/1/2014,153.91,1.516,2014,41,765580,389999,1930,202.0720207,309.9062176,505000,8690,2
9528102996,3,1.75,1540,3090,0,3,8,0,1540,4,98115,49,855845,2014,0,1580,12/1/2014,156.52,1.491,2014,0,818559,564750,1700,332.2058824,503.4382353,549000,1044,3
1189001180,3,2.25,1660,4080,0,3,7,550,1110,39,98122,54,855895,1979,0,1440,6/1/2014,148.83,1.568,2014,35,666400,561625,1628,344.9785012,525.7340295,425000,6000,1
3253500160,3,2.75,2770,4000,0,5,7,1000,1770,93,98144,59,680955,1925,0,1440,11/1/2014,155.21,1.503,2014,89,477390,450000,1634,275.3977968,416.7411261,317625,3809,1.5
3394100030,4,2.5,2720,11049,0,3,10,0,2720,29,98004,3,1438652,1989,0,2750,9/1/2014,152.63,1.529,2014,25,1490775,950000,2240,424.1071429,642.2553571,975000,11049,2
3717000160,4,2.5,2240,4557,0,3,7,0,2240,13,98001,0,394162,2005,0,2221,10/1/2014,153.91,1.516,2014,9,435092,260000,1822,142.7003293,216.3347969,287000,4648,2
1274500060,3,1,1000,12635,0,4,7,0,1000,50,98042,26,439200,1968,0,1010,8/1/2014,151.35,1.542,2014,46,314568,290000,1900,152.6315789,231.1578947,204000,12070,1
1802000060,5,2.25,3200,20158,0,3,8,1600,1600,53,98004,3,1438652,1965,0,3390,6/1/2014,148.83,1.568,2014,49,2077600,950000,2240,424.1071429,642.2553571,1325000,20158,1
1525059190,5,3.25,4770,38917,0,4,11,1700,3070,45,98005,4,1158475,1973,0,3530,9/1/2014,152.63,1.529,2014,41,1590160,757500,2485,304.8289738,466.1871227,1040000,50094,1
1049000060,3,2,1260,4745,0,4,7,0,1260,46,98034,22,671925,1972,0,1640,1/1/2015,157.47,1.482,2015,43,481650,445000,1830,243.1693989,367.1721311,325000,5612,1
8820901275,4,2,2750,7807,0,5,7,500,2250,102,98125,55,640278,1916,0,1510,6/1/2014,148.83,1.568,2014,98,895328,425000,1600,265.625,400.17375,571000,7807,1.5
5416510140,4,2.5,2380,5000,0,3,8,0,2380,13,98038,23,509250,2005,0,2420,7/1/2014,150.09,1.555,2014,9,559800,337000,1980,170.2020202,257.1969697,360000,5000,2
3444100400,3,1.75,1790,50529,0,5,7,700,1090,53,98042,26,439200,1965,0,1940,3/1/2015,159.4,1.464,2015,50,510936,290000,1900,152.6315789,231.1578947,349000,50529,1
3276920270,4,4,3430,35020,0,4,10,1040,2390,32,98075,38,1118128,1986,0,3240,11/1/2014,155.21,1.503,2014,28,1251248,737444,2980,247.4644295,375.2107383,832500,35102,2
4036801170,4,1.75,1760,7500,0,3,7,880,880,62,98008,7,814319,1956,0,1680,10/1/2014,153.91,1.516,2014,58,576080,541200,1950,277.5384615,417.5994872,380000,7300,1
2391600320,3,1,1040,5060,0,3,7,0,1040,77,98116,50,841375,1941,0,890,4/1/2015,160.37,1.455,2015,74,698400,560000,1725,324.6376812,487.7536232,480000,5060,1
6300000287,3,1,1410,5693,0,4,7,500,910,62,98133,57,567088,1956,0,1130,6/1/2014,148.83,1.568,2014,58,642880,375000,1510,248.3443709,375.5549669,410000,5060,1
1531000030,4,2.5,3450,39750,0,3,10,0,3450,16,98010,8,509055,2002,0,3350,3/1/2015,159.4,1.464,2015,13,1054080,338500,1770,191.2429379,287.6016949,720000,39683,2
5104520400,3,2.5,2350,5363,0,3,8,0,2350,15,98038,23,509250,2003,0,2350,12/1/2014,156.52,1.491,2014,11,581490,337000,1980,170.2020202,257.1969697,390000,5100,2
7437100340,4,2.5,1900,6405,0,3,7,0,1900,26,98038,23,509250,1992,0,1870,12/1/2014,156.52,1.491,2014,22,536760,337000,1980,170.2020202,257.1969697,360000,5889,2
9418400240,2,1,2020,6720,0,3,7,1010,1010,70,98118,52,558208,1948,0,1720,10/1/2014,153.91,1.516,2014,66,538180,367500,1580,232.5949367,353.2962025,355000,6720,1
1523059105,3,1.5,1680,8797,0,3,8,0,1680,54,98059,33,650094,1964,0,1850,1/1/2015,157.47,1.482,2015,51,527592,430000,2245,191.5367483,289.5741648,356000,8712,1
1133000671,3,1,960,7203,0,3,6,0,960,66,98125,55,640278,1952,0,1570,6/1/2014,148.83,1.568,2014,62,493920,425000,1600,265.625,400.17375,315000,6634,1
4232902595,3,1.5,2140,4800,0,3,9,240,1900,93,98119,53,1082204,1925,0,2020,11/1/2014,155.21,1.503,2014,89,1412820,721500,1770,407.6271186,611.4146893,940000,3600,2
2599001200,5,2.25,2660,8165,0,5,7,0,2660,57,98092,40,460992,1961,0,1590,11/1/2014,155.21,1.503,2014,53,458415,300000,2080,144.2307692,221.6307692,305000,8400,1.5
3342103156,3,3.25,2770,7349,0,3,9,790,1980,12,98056,31,570278,2006,0,1900,6/1/2014,148.83,1.568,2014,8,722848,379800,1945,195.2699229,293.2020566,461000,6278,2
1332700270,2,2.25,1610,2025,0,4,7,0,1610,39,98056,31,570278,1979,0,1950,5/1/2014,147.59,1.581,2014,35,339915,379800,1945,195.2699229,293.2020566,215000,2040,2
3869900162,2,1.75,1030,1106,0,3,7,265,765,12,98136,58,741105,2006,0,1030,9/1/2014,152.63,1.529,2014,8,512215,485000,1575,307.9365079,470.5428571,335000,1066,2
2791500270,4,2.5,1980,7510,0,3,7,0,1980,30,98023,13,406288,1988,0,1980,5/1/2014,147.59,1.581,2014,26,384974,268450,1880,142.7925532,216.1106383,243500,7403,2
5036300431,5,2.75,3520,6250,0,4,10,0,3520,17,98199,69,1003520,2001,0,2520,3/1/2015,159.4,1.464,2015,14,1610224,673750,1915,351.8276762,524.0313316,1099880,6353,2
4168000060,3,1,1200,10500,0,3,7,0,1200,56,98023,13,406288,1962,0,1350,2/1/2015,158.43,1.473,2015,53,225369,268450,1880,142.7925532,216.1106383,153000,10500,1
6021501535,3,1.5,1580,4500,0,3,8,290,1290,79,98117,51,819840,1939,0,1570,7/1/2014,150.09,1.555,2014,75,668650,544000,1550,350.9677419,528.9290323,430000,5000,1
6021501535,3,1.5,1580,4500,0,3,8,290,1290,79,98117,51,819840,1939,0,1570,12/1/2014,156.52,1.491,2014,75,1043700,544000,1550,350.9677419,528.9290323,700000,5000,1
1483300570,4,2.5,3300,6045,0,3,7,910,2390,72,98040,25,1438855,1946,1991,1950,9/1/2014,152.63,1.529,2014,68,1383745,950000,2695,352.5046382,533.8979592,905000,10250,1
3422049190,3,1.75,1960,15616,0,3,7,0,1960,51,98032,20,379000,1967,0,1750,3/1/2015,159.4,1.464,2015,48,362340,249000,1720,144.7674419,220.3488372,247500,15681,1
1099611230,4,1.5,1160,6400,0,4,7,0,1160,43,98023,13,406288,1975,0,1160,9/1/2014,152.63,1.529,2014,39,304271,268450,1880,142.7925532,216.1106383,199000,6400,1
7338200240,3,2.5,2320,35065,0,3,9,0,2320,26,98045,27,593488,1992,0,2550,5/1/2014,147.59,1.581,2014,22,691688,390000,1780,219.1011236,333.4202247,437500,36847,2
1952200240,3,2.5,2070,4500,0,5,9,800,1270,108,98102,41,1060060,1910,0,2200,6/1/2014,148.83,1.568,2014,104,1334101,690000,1730,398.8439306,612.7514451,850830,13241,1.5
5200100125,3,2,1980,3478,0,4,7,540,1440,89,98117,51,819840,1929,0,1610,10/1/2014,153.91,1.516,2014,85,841380,544000,1550,350.9677419,528.9290323,555000,3478,1.5
7214720075,3,2.25,2190,47777,0,4,8,0,2190,35,98077,39,964410,1983,0,2570,12/1/2014,156.52,1.491,2014,31,1043625,645000,2860,225.5244755,337.2062937,699950,107593,2
2450000295,3,2.5,2920,8113,0,3,8,0,2920,68,98004,3,1438652,1950,2010,2370,10/1/2014,153.91,1.516,2014,64,1649408,950000,2240,424.1071429,642.2553571,1088000,8113,2
6197800045,3,1,1210,14910,0,3,7,0,1210,64,98058,32,508462,1954,0,1640,9/1/2014,152.63,1.529,2014,60,443410,333000,1970,169.035533,258.1025381,290000,33919,1
1328310370,3,2.5,2340,8162,0,4,8,880,1460,40,98058,32,508462,1978,0,2250,4/1/2015,160.37,1.455,2015,37,545625,333000,1970,169.035533,258.1025381,375000,10005,1
546000875,3,1,1670,4005,0,4,7,500,1170,79,98117,51,819840,1939,0,1240,5/1/2014,147.59,1.581,2014,75,727260,544000,1550,350.9677419,528.9290323,460000,4005,1.5
3530510041,2,1.75,1240,4966,0,4,8,0,1240,33,98198,68,402170,1985,0,1270,7/1/2014,150.09,1.555,2014,29,293118,265000,1610,164.5962733,249.7950311,188500,2493,1
1853000400,4,2.5,3140,35001,0,4,10,0,3140,27,98077,39,964410,1991,0,2990,3/1/2015,159.4,1.464,2015,24,995520,645000,2860,225.5244755,337.2062937,680000,28037,2
3134100116,5,1.75,2030,9433,0,4,7,0,2030,76,98052,28,934871,1942,0,2500,8/1/2014,151.35,1.542,2014,72,724740,615000,2294,268.0906713,407.5287707,470000,12342,2
9545230140,4,2.5,2310,9636,0,3,8,0,2310,34,98027,15,860832,1984,0,1940,7/1/2014,150.09,1.555,2014,30,929501,565000,2330,242.4892704,369.455794,597750,9624,2
3362400511,3,1.75,1260,3536,0,5,6,560,700,113,98103,42,841375,1905,0,1380,3/1/2015,159.4,1.464,2015,110,834480,550000,1500,366.6666667,560.9166667,570000,3328,1
2525310310,3,1.75,1540,11656,0,4,7,380,1160,38,98038,23,509250,1980,0,1540,9/1/2014,152.63,1.529,2014,34,416653,337000,1980,170.2020202,257.1969697,272500,12600,1
6126500060,3,1.75,2080,5500,0,3,7,1000,1080,47,98108,46,526012,1971,0,2090,11/1/2014,155.21,1.503,2014,43,495915,342500,1645,208.2066869,319.7641337,329950,5969,1
8961960160,4,2.5,3230,8517,0,3,9,710,2520,17,98001,0,394162,2001,0,2640,10/1/2014,153.91,1.516,2014,13,727680,260000,1822,142.7003293,216.3347969,480000,16171,2
3626039325,3,3.5,4380,6350,0,3,8,1600,2780,118,98117,51,819840,1900,1999,1830,11/1/2014,155.21,1.503,2014,114,1112972,544000,1550,350.9677419,528.9290323,740500,6350,2
3362400431,3,3.5,1590,3166,0,3,8,0,1590,8,98103,42,841375,2010,0,1620,6/1/2014,148.83,1.568,2014,4,813008,550000,1500,366.6666667,560.9166667,518500,1102,3
4060000240,2,1,880,6780,0,4,6,0,880,73,98178,66,419404,1945,0,1190,6/1/2014,148.83,1.568,2014,69,322106,277554,1720,161.3686047,243.8395349,205425,6780,1
3454800060,4,2,1570,9000,0,3,6,0,1570,68,98168,64,359315,1950,0,1880,1/1/2015,157.47,1.482,2015,65,254608,235000,1380,170.2898551,260.3731884,171800,9600,1
1695900060,4,1,1610,4040,0,4,7,0,1610,93,98144,59,680955,1925,0,1610,5/1/2015,161.34,1.446,2015,90,773610,450000,1634,275.3977968,416.7411261,535000,2982,1.5
7278700070,3,2.5,2400,10856,0,3,8,840,1560,54,98177,65,797301,1964,0,2340,1/1/2015,157.47,1.482,2015,51,978120,535550,2075,258.0963855,384.2414458,660000,6474,1
6675500070,3,2,1450,9104,0,3,7,0,1450,31,98034,22,671925,1987,0,1580,11/1/2014,155.21,1.503,2014,27,588424,445000,1830,243.1693989,367.1721311,391500,9132,1
3626039187,2,1,770,6000,0,3,6,0,770,65,98117,51,819840,1953,0,1710,4/1/2015,160.37,1.455,2015,62,574725,544000,1550,350.9677419,528.9290323,395000,6000,1
3524049083,4,1.75,2100,4400,0,5,7,380,1720,94,98118,52,558208,1924,0,1850,11/1/2014,155.21,1.503,2014,90,668835,367500,1580,232.5949367,353.2962025,445000,4400,1.5
3275860240,3,2.25,2910,13992,0,3,9,0,2910,28,98052,28,934871,1990,0,2700,6/1/2014,148.83,1.568,2014,24,1207360,615000,2294,268.0906713,407.5287707,770000,10204,2
4389200955,4,2.75,2750,11275,0,3,8,770,1980,104,98004,3,1438652,1914,1992,3060,3/1/2015,159.4,1.464,2015,101,2122800,950000,2240,424.1071429,642.2553571,1450000,17789,1.5
4058801670,3,2.25,2100,8712,0,3,8,480,1620,51,98178,66,419404,1967,0,2660,7/1/2014,150.09,1.555,2014,47,691975,277554,1720,161.3686047,243.8395349,445000,8201,1
8732020310,4,2.25,2160,8400,0,3,8,800,1360,40,98023,13,406288,1978,0,2090,7/1/2014,150.09,1.555,2014,36,404300,268450,1880,142.7925532,216.1106383,260000,8811,1
2331300505,5,3.5,2320,4960,0,5,7,600,1720,92,98103,42,841375,1926,0,1700,6/1/2014,148.83,1.568,2014,88,1289680,550000,1500,366.6666667,560.9166667,822500,4960,2
7853210060,4,2.5,2070,3748,0,3,7,0,2070,14,98065,34,757328,2004,0,1970,4/1/2015,160.37,1.455,2015,11,625650,502500,2450,205.1020408,309.1134694,430000,4310,2
3668000070,3,1.75,1060,7680,0,4,7,0,1060,32,98092,40,460992,1986,0,1420,1/1/2015,157.47,1.482,2015,29,314184,300000,2080,144.2307692,221.6307692,212000,7875,1
9545240070,4,2.25,2010,9793,0,3,8,570,1440,32,98027,15,860832,1986,0,2060,4/1/2015,160.37,1.455,2015,29,961028,565000,2330,242.4892704,369.455794,660500,9603,1
1243100136,3,3.5,3950,88500,0,3,9,1490,2460,29,98052,28,934871,1989,0,2480,6/1/2014,148.83,1.568,2014,25,1229312,615000,2294,268.0906713,407.5287707,784000,111078,1.5
8929000270,3,2.5,2010,1662,0,3,8,620,1390,4,98029,17,866394,2014,0,1690,5/1/2014,147.59,1.581,2014,0,716582,571500,2080,274.7596154,416.5355769,453246,2287,2
2767602356,4,3.5,2140,2285,0,3,9,0,2140,13,98107,45,802244,2005,0,1540,1/1/2015,157.47,1.482,2015,10,1000350,529950,1440,368.0208333,557.1138889,675000,2278,3
921049315,3,1.75,1320,19265,0,4,7,0,1320,62,98003,2,401507,1956,0,1550,8/1/2014,151.35,1.542,2014,58,306858,267475,1780,150.2668539,225.5657303,199000,17390,1
3655000070,4,1.75,2020,8140,0,3,7,1010,1010,50,98003,2,401507,1968,0,1750,8/1/2014,151.35,1.542,2014,46,339240,267475,1780,150.2668539,225.5657303,220000,7840,1
4027700812,4,2.25,2590,10436,0,4,8,1250,1340,50,98028,16,665418,1968,0,1550,5/1/2014,147.59,1.581,2014,46,714612,445000,2070,214.9758454,321.457971,452000,10002,1
3992700335,2,1,1190,5715,0,3,6,0,1190,37,98125,55,640278,1981,0,1060,7/1/2014,150.09,1.555,2014,33,594788,425000,1600,265.625,400.17375,382500,4440,1
2767603505,3,2.25,1170,1310,0,3,8,0,1170,4,98107,45,802244,2014,0,1350,5/1/2014,147.59,1.581,2014,0,822041,529950,1440,368.0208333,557.1138889,519950,1249,3
4232901525,2,1,1110,3600,0,3,7,0,1110,93,98119,53,1082204,1925,0,1170,6/1/2014,148.83,1.568,2014,89,1042720,721500,1770,407.6271186,611.4146893,665000,3200,1
1777500060,5,2.5,2820,9375,0,4,8,1270,1550,50,98006,5,1126320,1968,0,2820,7/1/2014,150.09,1.555,2014,46,820574,745000,2640,282.1969697,426.6363636,527700,9375,1
1432900240,3,1,1610,8579,0,4,7,600,1010,56,98058,32,508462,1962,0,1610,5/1/2015,161.34,1.446,2015,53,296430,333000,1970,169.035533,258.1025381,205000,8579,1
6140100875,3,1,1060,7940,0,4,7,120,940,95,98133,57,567088,1923,0,1560,4/1/2015,160.37,1.455,2015,92,611100,375000,1510,248.3443709,375.5549669,420000,8097,1
6071600370,4,2.25,2030,8824,0,4,8,650,1380,57,98006,5,1126320,1961,0,2230,2/1/2015,158.43,1.473,2015,54,736500,745000,2640,282.1969697,426.6363636,500000,8517,1
1526069017,4,2.5,3670,87991,0,4,9,0,3670,24,98077,39,964410,1994,0,2840,12/1/2014,156.52,1.491,2014,20,1373956,645000,2860,225.5244755,337.2062937,921500,315374,2
